user_id,country,plan,signup_date,source,mrr_usd,churn_risk_score,features_count
USR-11192,Colombia,Pro,2025-07-07,Social,48,0.09,3
USR-11193,México,Pro,2025-11-04,Partner_Accountant,46,0.24,3
USR-11194,México,Free,2025-09-01,Paid,0,0.7,1
USR-11195,Colombia,Free,2025-10-10,Organic,0,0.92,1
USR-11196,Colombia,Pro,2026-01-03,Social,72,0.06,5
USR-11197,México,Pro,2025-07-07,Partner_Accountant,52,0.06,5
USR-11198,México,Pro,2025-12-27,Social,73,0.08,6
USR-11199,México,Free,2025-11-24,Referral,0,0.47,3
USR-11200,Costa Rica,Pro,2025-10-09,Social,75,0.12,4
USR-11201,México,Free,2025-12-30,Organic,0,0.86,1
USR-11202,República Dominicana,Pro,2025-09-23,Paid,48,0.19,3
USR-11203,Colombia,Free,2025-11-10,Organic,0,0.69,1
USR-11204,Colombia,Plus,2025-10-07,Partner_Accountant,94,0.05,10
USR-11205,Colombia,Pyme,2026-01-02,Partner_Accountant,22,0.3,2
USR-11206,Colombia,Pyme,2026-01-23,Partner_Accountant,24,0.14,3
USR-11207,México,Pyme,2025-09-11,Referral,33,0.19,5
USR-11208,Panamá,Pyme,2025-11-30,Referral,24,0.17,5
USR-11209,Panamá,Free,2025-07-05,Social,0,0.63,1
USR-11210,Colombia,Pro,2025-07-30,Organic,39,0.08,5
USR-11211,Colombia,Free,2025-07-23,Organic,0,0.34,3
USR-11212,México,Pyme,2025-08-27,Partner_Accountant,23,0.47,2
USR-11213,México,Free,2025-07-28,Social,0,0.73,1
USR-11214,México,Free,2025-11-03,Partner_Accountant,0,0.33,2
USR-11215,Colombia,Free,2026-01-28,Partner_Accountant,0,0.46,2
USR-11216,Panamá,Pro,2025-07-20,Paid,63,0.17,7
USR-11217,Panamá,Free,2025-09-08,Paid,0,0.52,2
USR-11218,México,Pro,2026-01-09,Partner_Accountant,45,0.22,5
USR-11219,México,Pyme,2025-07-01,Referral,28,0.23,3
USR-11220,México,Pro,2026-02-02,Organic,41,0.1,4
USR-11221,Colombia,Pyme,2025-10-17,Social,15,0.06,3
USR-11222,México,Pro,2026-02-19,Partner_Accountant,40,0.25,5
USR-11223,Costa Rica,Pro,2025-08-09,Partner_Accountant,74,0.27,7
USR-11224,República Dominicana,Pro,2025-07-01,Referral,43,0.06,7
USR-11225,México,Pro,2025-11-02,Referral,49,0.19,6
USR-11226,Colombia,Pro,2026-02-10,Organic,46,0.2,3
USR-11227,Colombia,Pro,2025-09-30,Partner_Accountant,62,0.13,4
USR-11228,Panamá,Free,2026-02-26,Paid,0,0.9,1
USR-11229,México,Pro,2025-09-12,Referral,53,0.13,3
USR-11230,Colombia,Free,2025-10-03,Organic,0,0.58,3
USR-11231,Costa Rica,Free,2025-07-24,Referral,0,0.92,1
USR-11232,Panamá,Pyme,2025-11-27,Partner_Accountant,28,0.24,5
USR-11233,México,Pro,2025-07-26,Referral,58,0.11,4
USR-11234,República Dominicana,Pyme,2025-08-06,Referral,16,0.26,5
USR-11235,República Dominicana,Free,2025-09-20,Organic,0,0.91,1
USR-11236,Costa Rica,Pyme,2025-10-26,Paid,20,0.11,3
USR-11237,México,Pro,2025-10-23,Social,62,0.1,4
USR-11238,Panamá,Pyme,2025-08-05,Paid,26,0.2,3
USR-11239,Panamá,Plus,2025-08-29,Referral,117,0.24,10
USR-11240,Colombia,Pyme,2025-12-28,Organic,15,0.27,4
USR-11241,México,Pyme,2025-07-20,Organic,29,0.09,5
USR-11242,Colombia,Free,2026-01-30,Social,0,0.9,1
USR-11243,Costa Rica,Pro,2025-11-23,Social,35,0.07,5
USR-11244,México,Free,2025-07-11,Partner_Accountant,0,0.38,2
USR-11245,Colombia,Pyme,2026-02-06,Partner_Accountant,29,0.05,4
USR-11246,Costa Rica,Pyme,2025-11-18,Partner_Accountant,25,0.3,3
USR-11247,Costa Rica,Free,2025-09-15,Partner_Accountant,0,0.85,1
USR-11248,Colombia,Free,2025-11-19,Partner_Accountant,0,0.77,1
USR-11249,México,Free,2025-11-07,Partner_Accountant,0,0.86,1
USR-11250,México,Pro,2025-11-17,Organic,41,0.24,4
USR-11251,Colombia,Pyme,2025-08-27,Organic,20,0.05,3
USR-11252,República Dominicana,Free,2025-07-16,Partner_Accountant,0,0.62,2
USR-11253,México,Pro,2025-09-11,Partner_Accountant,74,0.11,4
USR-11254,República Dominicana,Plus,2025-08-02,Organic,86,0.24,5
USR-11255,México,Free,2025-11-28,Referral,0,0.73,1
USR-11256,Colombia,Free,2025-10-23,Organic,0,0.48,3
USR-11257,Panamá,Pro,2025-09-20,Paid,67,0.27,5
USR-11258,Costa Rica,Free,2025-07-16,Organic,0,0.84,1
USR-11259,Colombia,Free,2026-01-14,Organic,0,0.57,3
USR-11260,Colombia,Pyme,2025-12-25,Organic,23,0.27,2
USR-11261,República Dominicana,Pyme,2025-08-16,Organic,15,0.15,5
USR-11262,Costa Rica,Plus,2025-10-28,Organic,130,0.23,6
USR-11263,Colombia,Pyme,2025-08-02,Paid,33,0.25,4
USR-11264,Colombia,Pro,2025-12-10,Partner_Accountant,45,0.27,6
USR-11265,República Dominicana,Pyme,2025-10-09,Partner_Accountant,20,0.12,3
USR-11266,México,Free,2025-09-11,Referral,0,0.59,3
USR-11267,Colombia,Free,2025-07-24,Partner_Accountant,0,0.47,2
USR-11268,República Dominicana,Free,2025-07-29,Paid,0,0.41,2
USR-11269,Colombia,Free,2025-08-21,Referral,0,0.64,2
USR-11270,Colombia,Pyme,2026-02-25,Organic,34,0.24,2
USR-11271,Costa Rica,Free,2025-08-20,Social,0,0.44,2
USR-11272,México,Pyme,2025-12-02,Partner_Accountant,24,0.26,4
USR-11273,Colombia,Free,2026-02-11,Organic,0,0.71,1
USR-11274,República Dominicana,Free,2025-10-18,Paid,0,0.48,2
USR-11275,Colombia,Pyme,2025-10-05,Partner_Accountant,19,0.25,2
USR-11276,República Dominicana,Plus,2025-09-25,Organic,118,0.25,9
USR-11277,Panamá,Pyme,2025-10-26,Paid,16,0.45,2
USR-11278,Costa Rica,Pro,2026-02-10,Organic,49,0.25,7
USR-11279,República Dominicana,Pyme,2025-10-07,Partner_Accountant,15,0.27,4
USR-11280,México,Pyme,2025-07-06,Partner_Accountant,27,0.15,3
USR-11281,Colombia,Pyme,2025-11-07,Referral,28,0.24,4
USR-11282,Costa Rica,Pro,2025-07-07,Social,75,0.26,3
USR-11283,República Dominicana,Free,2025-12-22,Partner_Accountant,0,0.64,2
USR-11284,Panamá,Pyme,2025-10-30,Partner_Accountant,21,0.17,3
USR-11285,Costa Rica,Pyme,2026-02-20,Referral,15,0.2,4
USR-11286,República Dominicana,Free,2025-12-23,Paid,0,0.73,1
USR-11287,México,Plus,2025-07-17,Referral,143,0.29,7
USR-11288,Colombia,Pro,2025-10-29,Organic,35,0.19,6
USR-11289,Costa Rica,Pyme,2025-08-21,Paid,29,0.06,5
USR-11290,México,Pyme,2025-12-01,Referral,28,0.29,4
USR-11291,México,Pyme,2025-09-09,Referral,17,0.42,2
USR-11292,República Dominicana,Pyme,2025-11-20,Organic,16,0.34,2
USR-11293,México,Pyme,2025-09-10,Partner_Accountant,23,0.26,5
USR-11294,Colombia,Pro,2025-11-30,Organic,72,0.05,4
USR-11295,México,Pyme,2025-08-03,Paid,24,0.14,4
USR-11296,México,Plus,2025-09-01,Partner_Accountant,140,0.11,8
USR-11297,Colombia,Free,2025-09-18,Paid,0,0.93,1
USR-11298,México,Free,2025-12-06,Paid,0,0.69,2
USR-11299,Colombia,Free,2025-11-29,Partner_Accountant,0,0.39,3
USR-11300,República Dominicana,Pyme,2026-02-20,Organic,28,0.36,2
USR-11301,Colombia,Free,2025-08-18,Referral,0,0.6,1
USR-11302,Colombia,Free,2025-12-26,Social,0,0.64,3
USR-11303,Colombia,Pyme,2025-09-21,Referral,19,0.26,5
USR-11304,México,Free,2025-09-25,Organic,0,0.54,2
USR-11305,Costa Rica,Pyme,2025-11-23,Social,32,0.21,5
USR-11306,Colombia,Pro,2025-12-12,Social,35,0.23,4
USR-11307,Colombia,Pyme,2025-12-12,Referral,20,0.24,4
USR-11308,México,Pro,2025-11-10,Referral,47,0.26,6
USR-11309,Costa Rica,Pro,2025-07-17,Paid,65,0.29,5
USR-11310,México,Free,2025-08-19,Paid,0,0.44,3
USR-11311,Costa Rica,Free,2025-12-06,Partner_Accountant,0,0.56,3
USR-11312,Costa Rica,Free,2026-02-14,Paid,0,0.54,2
USR-11313,República Dominicana,Pyme,2025-08-11,Paid,16,0.29,4
USR-11314,Colombia,Pyme,2026-02-16,Paid,27,0.23,3
USR-11315,Colombia,Free,2026-02-16,Social,0,0.85,1
USR-11316,Panamá,Free,2025-12-21,Organic,0,0.34,3
USR-11317,Colombia,Free,2025-07-13,Paid,0,0.83,1
USR-11318,México,Free,2025-12-23,Referral,0,0.57,2
USR-11319,Colombia,Pyme,2026-01-19,Partner_Accountant,16,0.12,3
USR-11320,Costa Rica,Pyme,2025-10-13,Paid,19,0.14,3
USR-11321,Colombia,Free,2026-02-18,Partner_Accountant,0,0.32,2
USR-11322,México,Free,2025-10-03,Partner_Accountant,0,0.63,3
USR-11323,México,Plus,2026-01-06,Organic,78,0.13,5
USR-11324,México,Pro,2025-07-11,Social,74,0.22,6
USR-11325,Panamá,Free,2025-11-20,Organic,0,0.81,1
USR-11326,México,Free,2025-09-11,Partner_Accountant,0,0.81,1
USR-11327,Colombia,Pyme,2025-12-27,Organic,28,0.26,3
USR-11328,México,Pro,2025-10-12,Social,43,0.14,5
USR-11329,Colombia,Free,2025-11-24,Referral,0,0.71,1
USR-11330,Colombia,Pyme,2025-12-29,Paid,27,0.2,3
USR-11331,México,Pyme,2025-10-10,Referral,28,0.27,3
USR-11332,México,Pyme,2025-07-02,Paid,26,0.25,3
USR-11333,México,Free,2025-10-19,Partner_Accountant,0,0.84,1
USR-11334,Colombia,Pyme,2026-02-06,Organic,27,0.48,2
USR-11335,México,Pro,2025-09-05,Partner_Accountant,63,0.18,4
USR-11336,República Dominicana,Free,2025-08-18,Paid,0,0.38,2
USR-11337,México,Pro,2025-12-20,Organic,56,0.08,3
USR-11338,México,Free,2025-08-26,Referral,0,0.39,3
USR-11339,Costa Rica,Pyme,2025-08-25,Referral,21,0.48,2
USR-11340,Colombia,Pyme,2025-10-05,Organic,16,0.08,3
USR-11341,Colombia,Free,2025-09-08,Partner_Accountant,0,0.47,2
USR-11342,Costa Rica,Pyme,2026-02-01,Organic,16,0.27,3
USR-11343,Colombia,Pyme,2025-07-27,Referral,31,0.25,5
USR-11344,Costa Rica,Pyme,2025-08-23,Partner_Accountant,19,0.11,4
USR-11345,Panamá,Pyme,2025-12-17,Partner_Accountant,18,0.22,4
USR-11346,Colombia,Pyme,2026-02-20,Referral,24,0.23,3
USR-11347,Colombia,Plus,2025-11-12,Organic,136,0.15,4
USR-11348,México,Free,2025-11-25,Partner_Accountant,0,0.51,2
USR-11349,República Dominicana,Free,2025-08-31,Partner_Accountant,0,0.74,1
USR-11350,México,Pyme,2025-07-22,Organic,27,0.3,2
USR-11351,México,Free,2026-02-23,Referral,0,0.44,2
USR-11352,Colombia,Free,2025-10-23,Paid,0,0.44,3
USR-11353,Colombia,Free,2025-11-09,Organic,0,0.62,2
USR-11354,México,Pyme,2025-08-29,Referral,25,0.49,2
USR-11355,Costa Rica,Free,2025-11-09,Social,0,0.88,1
USR-11356,México,Pro,2025-12-03,Organic,39,0.26,5
USR-11357,Panamá,Pyme,2025-10-01,Organic,27,0.47,2
USR-11358,República Dominicana,Pyme,2025-07-04,Social,33,0.27,3
USR-11359,Colombia,Pro,2025-08-07,Paid,37,0.13,3
USR-11360,Colombia,Free,2025-10-21,Referral,0,0.54,3
USR-11361,República Dominicana,Plus,2026-01-01,Partner_Accountant,75,0.18,8
USR-11362,Colombia,Pyme,2026-02-23,Referral,31,0.26,5
USR-11363,México,Free,2026-02-12,Partner_Accountant,0,0.67,3
USR-11364,Colombia,Pyme,2025-07-07,Social,19,0.13,5
USR-11365,Panamá,Pyme,2025-07-19,Partner_Accountant,35,0.07,5
USR-11366,México,Free,2025-07-15,Referral,0,0.37,2
USR-11367,México,Pyme,2026-02-06,Referral,19,0.22,5
USR-11368,Colombia,Plus,2025-11-16,Partner_Accountant,87,0.06,8
USR-11369,Colombia,Plus,2025-09-01,Social,128,0.13,7
USR-11370,México,Pyme,2025-10-21,Partner_Accountant,16,0.39,2
USR-11371,República Dominicana,Free,2025-10-03,Organic,0,0.71,1
USR-11372,Panamá,Pyme,2026-01-09,Partner_Accountant,19,0.36,2
USR-11373,Costa Rica,Pro,2026-01-07,Partner_Accountant,72,0.21,6
USR-11374,Panamá,Pro,2026-02-05,Paid,54,0.2,3
USR-11375,México,Plus,2025-12-28,Paid,93,0.08,9
USR-11376,Colombia,Free,2025-10-08,Paid,0,0.64,2
USR-11377,Colombia,Pyme,2025-09-11,Paid,35,0.16,4
USR-11378,México,Pyme,2026-02-14,Social,18,0.2,4
USR-11379,México,Free,2025-08-31,Partner_Accountant,0,0.53,2
USR-11380,Colombia,Pro,2025-10-24,Paid,42,0.24,6
USR-11381,Colombia,Pyme,2026-02-16,Organic,21,0.2,3
USR-11382,México,Free,2025-09-09,Paid,0,0.87,1
USR-11383,Colombia,Free,2026-02-11,Paid,0,0.79,1
USR-11384,México,Free,2026-01-09,Referral,0,0.56,2
USR-11385,Costa Rica,Free,2025-08-25,Organic,0,0.72,1
USR-11386,Costa Rica,Pro,2025-09-12,Paid,70,0.17,6
USR-11387,Costa Rica,Free,2025-09-05,Organic,0,0.33,3
USR-11388,México,Pyme,2025-11-09,Paid,21,0.23,4
USR-11389,Colombia,Pyme,2025-08-13,Referral,35,0.2,5
USR-11390,República Dominicana,Free,2026-01-27,Partner_Accountant,0,0.37,3
USR-11391,Colombia,Pyme,2025-12-13,Partner_Accountant,25,0.07,3
USR-11392,Colombia,Free,2025-08-06,Referral,0,0.64,2
USR-11393,Colombia,Free,2026-02-08,Paid,0,0.45,3
USR-11394,Colombia,Free,2025-08-23,Referral,0,0.82,1
USR-11395,México,Plus,2025-08-10,Partner_Accountant,107,0.1,6
USR-11396,Colombia,Free,2026-03-01,Partner_Accountant,0,0.41,2
USR-11397,Costa Rica,Free,2025-07-24,Partner_Accountant,0,0.53,2
USR-11398,Panamá,Free,2025-12-11,Organic,0,0.41,2
USR-11399,Costa Rica,Pyme,2026-02-10,Organic,29,0.2,5
USR-11400,México,Pyme,2025-09-25,Paid,30,0.1,5
USR-11401,México,Pyme,2025-10-29,Paid,33,0.31,2
USR-11402,México,Pro,2025-12-25,Partner_Accountant,40,0.08,4
USR-11403,México,Pro,2026-02-17,Social,70,0.15,6
USR-11404,Colombia,Pro,2026-01-09,Paid,48,0.05,7
USR-11405,México,Plus,2025-12-22,Organic,102,0.09,6
USR-11406,Colombia,Free,2025-08-25,Social,0,0.41,3
USR-11407,Panamá,Pro,2025-08-25,Referral,39,0.24,7
USR-11408,Costa Rica,Plus,2025-07-19,Partner_Accountant,80,0.11,5
USR-11409,México,Pyme,2025-12-19,Referral,18,0.31,2
USR-11410,República Dominicana,Free,2025-08-22,Referral,0,0.42,3
USR-11411,República Dominicana,Free,2026-02-01,Organic,0,0.67,2
USR-11412,México,Pyme,2025-09-14,Referral,28,0.28,3
USR-11413,República Dominicana,Plus,2025-12-12,Organic,119,0.13,6
USR-11414,Colombia,Pyme,2026-02-14,Partner_Accountant,17,0.17,4
USR-11415,Panamá,Free,2025-12-08,Organic,0,0.45,2
USR-11416,Panamá,Pyme,2025-10-25,Partner_Accountant,19,0.06,3
USR-11417,Costa Rica,Pyme,2026-01-31,Paid,22,0.18,5
USR-11418,Colombia,Plus,2025-11-02,Partner_Accountant,93,0.18,4
USR-11419,Colombia,Pyme,2025-11-15,Paid,23,0.3,3
USR-11420,República Dominicana,Free,2025-07-30,Partner_Accountant,0,0.57,3
USR-11421,Panamá,Plus,2025-12-12,Organic,91,0.18,10
USR-11422,Costa Rica,Plus,2025-10-29,Paid,133,0.22,6
USR-11423,México,Pyme,2025-08-07,Organic,18,0.25,4
USR-11424,Colombia,Pro,2026-02-15,Organic,61,0.05,7
USR-11425,México,Plus,2025-11-21,Paid,150,0.17,8
USR-11426,Colombia,Free,2026-02-16,Partner_Accountant,0,0.61,2
USR-11427,Colombia,Free,2026-02-09,Organic,0,0.43,2
USR-11428,Colombia,Pyme,2025-07-04,Partner_Accountant,20,0.1,4
USR-11429,Costa Rica,Free,2026-01-24,Referral,0,0.7,1
USR-11430,México,Free,2025-12-24,Social,0,0.49,2
USR-11431,Colombia,Free,2026-02-23,Referral,0,0.45,3
USR-11432,Costa Rica,Pro,2025-08-01,Social,72,0.15,7
USR-11433,Colombia,Pro,2025-10-19,Partner_Accountant,59,0.17,4
USR-11434,Costa Rica,Free,2026-01-20,Organic,0,0.56,3
USR-11435,México,Free,2025-07-04,Organic,0,0.67,2
USR-11436,República Dominicana,Free,2025-12-16,Paid,0,0.87,1
USR-11437,Costa Rica,Pyme,2025-07-15,Referral,28,0.22,3
USR-11438,México,Pyme,2025-09-24,Paid,22,0.2,3
USR-11439,México,Free,2025-11-05,Organic,0,0.71,1
USR-11440,Panamá,Free,2026-01-14,Partner_Accountant,0,0.38,3
USR-11441,México,Free,2026-01-10,Social,0,0.62,2
USR-11442,Costa Rica,Plus,2025-07-25,Organic,78,0.27,10
USR-11443,México,Plus,2025-10-21,Paid,150,0.26,7
USR-11444,Costa Rica,Free,2025-08-02,Paid,0,0.93,1
USR-11445,Colombia,Pyme,2025-09-04,Partner_Accountant,23,0.16,3
USR-11446,Colombia,Pyme,2026-02-05,Referral,15,0.27,5
USR-11447,México,Pro,2026-02-28,Social,50,0.17,6
USR-11448,Costa Rica,Pro,2026-02-28,Organic,68,0.1,7
USR-11449,México,Free,2026-02-14,Social,0,0.94,1
USR-11450,México,Pro,2025-08-18,Organic,51,0.06,3
USR-11451,Colombia,Free,2026-02-16,Paid,0,0.93,1
USR-11452,México,Pro,2025-09-04,Organic,39,0.15,5
USR-11453,México,Pyme,2025-09-29,Referral,31,0.23,2
USR-11454,México,Pyme,2025-11-18,Partner_Accountant,23,0.44,2
USR-11455,República Dominicana,Pyme,2025-12-27,Organic,18,0.48,2
USR-11456,Colombia,Pyme,2026-01-29,Referral,27,0.07,3
USR-11457,México,Free,2025-07-18,Partner_Accountant,0,0.52,2
USR-11458,México,Pyme,2025-08-11,Partner_Accountant,24,0.17,5
USR-11459,Colombia,Pro,2025-07-02,Partner_Accountant,67,0.24,4
USR-11460,República Dominicana,Free,2026-02-09,Paid,0,0.3,2
USR-11461,México,Pyme,2026-02-12,Referral,15,0.25,3
USR-11462,Colombia,Pro,2026-02-21,Partner_Accountant,47,0.26,7
USR-11463,República Dominicana,Pro,2026-02-17,Partner_Accountant,42,0.14,7
USR-11464,México,Free,2026-01-27,Organic,0,0.55,3
USR-11465,Colombia,Pyme,2025-07-06,Organic,26,0.13,3
USR-11466,República Dominicana,Free,2025-12-29,Organic,0,0.61,1
USR-11467,México,Free,2025-10-28,Paid,0,0.42,3
USR-11468,Colombia,Pyme,2025-07-24,Referral,23,0.06,5
USR-11469,México,Free,2025-09-06,Referral,0,0.32,3
USR-11470,México,Free,2026-01-08,Paid,0,0.61,1
USR-11471,Colombia,Free,2025-10-11,Partner_Accountant,0,0.66,3
USR-11472,Costa Rica,Pro,2025-07-15,Organic,37,0.19,3
USR-11473,México,Free,2026-02-28,Referral,0,0.79,1
USR-11474,México,Free,2025-07-13,Partner_Accountant,0,0.4,2
USR-11475,Colombia,Pro,2025-08-05,Organic,62,0.27,3
USR-11476,República Dominicana,Free,2025-07-23,Partner_Accountant,0,0.6,1
USR-11477,Panamá,Pyme,2025-09-13,Partner_Accountant,19,0.4,2
USR-11478,Costa Rica,Pyme,2025-07-27,Partner_Accountant,27,0.27,5
USR-11479,México,Free,2026-02-11,Partner_Accountant,0,0.37,2
USR-11480,Colombia,Pyme,2025-12-12,Organic,27,0.12,4
USR-11481,México,Free,2025-12-02,Paid,0,0.89,1
USR-11482,Panamá,Pyme,2026-02-22,Paid,17,0.2,5
USR-11483,Costa Rica,Free,2025-07-15,Paid,0,0.66,1
USR-11484,México,Pyme,2026-01-30,Paid,30,0.43,2
USR-11485,Costa Rica,Free,2025-12-12,Organic,0,0.53,2
USR-11486,Colombia,Plus,2026-02-03,Organic,101,0.29,10
USR-11487,República Dominicana,Pro,2025-09-17,Partner_Accountant,73,0.28,6
USR-11488,México,Pyme,2025-09-29,Partner_Accountant,31,0.22,3
USR-11489,México,Pyme,2025-10-09,Paid,24,0.17,3
USR-11490,Colombia,Pro,2026-01-22,Paid,70,0.13,5
USR-11491,Colombia,Pyme,2025-07-03,Partner_Accountant,16,0.17,4
USR-11492,República Dominicana,Free,2025-12-23,Partner_Accountant,0,0.75,1
USR-11493,Colombia,Free,2025-12-26,Organic,0,0.68,2
USR-11494,Colombia,Plus,2026-01-14,Referral,137,0.11,8
USR-11495,Colombia,Free,2025-08-19,Organic,0,0.4,2
USR-11496,Costa Rica,Free,2025-07-25,Organic,0,0.6,2
USR-11497,República Dominicana,Free,2026-02-02,Organic,0,0.75,1
USR-11498,Colombia,Free,2025-10-30,Paid,0,0.37,2
USR-11499,México,Pro,2025-08-10,Paid,72,0.06,6
USR-11500,República Dominicana,Pro,2026-02-20,Referral,61,0.25,4
USR-11501,República Dominicana,Pyme,2025-10-03,Organic,34,0.09,4
USR-11502,México,Pyme,2025-12-31,Organic,25,0.26,2
USR-11503,Colombia,Pyme,2025-08-27,Partner_Accountant,17,0.15,5
USR-11504,Colombia,Pyme,2025-11-08,Partner_Accountant,18,0.35,2
USR-11505,México,Free,2026-01-18,Partner_Accountant,0,0.35,3
USR-11506,México,Free,2025-12-06,Referral,0,0.7,1
USR-11507,Panamá,Free,2025-10-05,Partner_Accountant,0,0.65,2
USR-11508,Colombia,Pyme,2025-10-24,Referral,27,0.38,2
USR-11509,República Dominicana,Pyme,2025-07-18,Paid,32,0.27,5
USR-11510,México,Free,2025-08-08,Paid,0,0.62,3
USR-11511,Costa Rica,Pyme,2026-01-02,Referral,35,0.17,5
USR-11512,Colombia,Free,2025-07-21,Paid,0,0.35,2
USR-11513,Colombia,Pyme,2025-12-03,Referral,25,0.07,3
USR-11514,México,Free,2025-10-16,Social,0,0.46,3
USR-11515,México,Pyme,2026-01-10,Organic,31,0.15,3
USR-11516,México,Plus,2025-11-04,Paid,87,0.26,5
USR-11517,Colombia,Pro,2025-08-15,Partner_Accountant,62,0.25,4
USR-11518,México,Free,2025-11-14,Paid,0,0.64,2
USR-11519,México,Pyme,2025-07-06,Referral,21,0.19,3
USR-11520,República Dominicana,Free,2025-08-16,Paid,0,0.45,3
USR-11521,República Dominicana,Pyme,2025-07-21,Referral,32,0.17,3
USR-11522,República Dominicana,Plus,2026-02-03,Partner_Accountant,132,0.2,8
USR-11523,México,Free,2025-07-03,Social,0,0.74,1
USR-11524,Colombia,Free,2025-10-02,Referral,0,0.54,3
USR-11525,México,Pro,2025-12-24,Referral,72,0.22,3
USR-11526,Panamá,Free,2025-12-26,Partner_Accountant,0,0.75,1
USR-11527,Colombia,Pyme,2025-09-23,Partner_Accountant,23,0.27,2
USR-11528,México,Pro,2025-09-26,Referral,50,0.09,7
USR-11529,Costa Rica,Plus,2026-01-30,Partner_Accountant,97,0.06,4
USR-11530,República Dominicana,Pyme,2025-07-25,Paid,25,0.2,2
USR-11531,República Dominicana,Free,2025-07-12,Social,0,0.35,3
USR-11532,Colombia,Free,2026-01-15,Referral,0,0.33,2
USR-11533,Colombia,Pyme,2025-12-25,Organic,19,0.13,3
USR-11534,República Dominicana,Pyme,2026-01-01,Partner_Accountant,22,0.13,3
USR-11535,Colombia,Free,2025-11-19,Partner_Accountant,0,0.69,1
USR-11536,Colombia,Pyme,2025-09-28,Paid,17,0.2,5
USR-11537,Colombia,Free,2025-09-15,Partner_Accountant,0,0.57,3
USR-11538,México,Free,2025-08-14,Referral,0,0.73,1
USR-11539,República Dominicana,Plus,2026-01-15,Referral,119,0.11,5
USR-11540,Colombia,Pyme,2025-09-14,Partner_Accountant,15,0.15,3
USR-11541,Colombia,Free,2026-02-26,Paid,0,0.61,3
USR-11542,México,Pyme,2025-09-23,Organic,25,0.27,4
USR-11543,México,Pro,2026-02-01,Social,35,0.26,7
USR-11544,México,Pyme,2025-09-11,Social,34,0.15,5
USR-11545,Costa Rica,Pyme,2025-07-21,Social,15,0.17,4
USR-11546,México,Free,2025-11-03,Organic,0,0.58,3
USR-11547,México,Free,2026-02-23,Social,0,0.64,3
USR-11548,República Dominicana,Plus,2026-01-20,Social,84,0.29,7
USR-11549,México,Free,2026-01-08,Organic,0,0.5,3
USR-11550,Colombia,Pyme,2025-09-24,Paid,17,0.46,2
USR-11551,México,Pyme,2025-07-13,Partner_Accountant,21,0.1,5
USR-11552,Colombia,Free,2025-08-08,Organic,0,0.49,2
USR-11553,Colombia,Free,2025-09-10,Paid,0,0.66,2
USR-11554,Colombia,Free,2026-02-18,Partner_Accountant,0,0.69,2
USR-11555,República Dominicana,Plus,2025-12-30,Partner_Accountant,150,0.29,6
USR-11556,México,Free,2025-08-21,Paid,0,0.56,2
USR-11557,Colombia,Pro,2025-09-10,Referral,61,0.23,6
USR-11558,República Dominicana,Plus,2025-07-09,Paid,79,0.25,6
USR-11559,Costa Rica,Plus,2025-07-27,Organic,102,0.16,9
USR-11560,México,Pro,2025-10-03,Partner_Accountant,56,0.09,5
USR-11561,Colombia,Pro,2025-12-07,Partner_Accountant,62,0.07,4
USR-11562,Colombia,Pyme,2025-10-25,Organic,31,0.08,4
USR-11563,Colombia,Pro,2025-11-01,Partner_Accountant,49,0.13,3
USR-11564,Costa Rica,Free,2025-07-03,Partner_Accountant,0,0.66,2
USR-11565,Colombia,Free,2025-11-12,Partner_Accountant,0,0.44,3
USR-11566,Costa Rica,Pro,2025-08-13,Organic,59,0.24,5
USR-11567,México,Pro,2025-07-15,Organic,69,0.2,5
USR-11568,Panamá,Pro,2026-01-05,Partner_Accountant,46,0.12,7
USR-11569,Colombia,Free,2025-07-23,Paid,0,0.42,2
USR-11570,Costa Rica,Pyme,2025-09-17,Partner_Accountant,25,0.15,3
USR-11571,Colombia,Free,2026-01-04,Partner_Accountant,0,0.94,1
USR-11572,Colombia,Free,2026-02-01,Partner_Accountant,0,0.65,1
USR-11573,México,Pyme,2025-08-02,Referral,19,0.2,4
USR-11574,República Dominicana,Pro,2025-11-23,Organic,43,0.09,6
USR-11575,México,Free,2025-07-23,Partner_Accountant,0,0.58,3
USR-11576,Colombia,Pyme,2026-02-25,Organic,20,0.29,5
USR-11577,México,Pyme,2025-09-05,Social,21,0.11,5
USR-11578,Panamá,Pyme,2025-08-22,Organic,27,0.3,3
USR-11579,México,Pyme,2025-10-23,Partner_Accountant,17,0.13,3
USR-11580,Colombia,Free,2025-12-31,Organic,0,0.85,1
USR-11581,Costa Rica,Pro,2025-08-29,Social,63,0.21,7
USR-11582,México,Pro,2025-09-23,Partner_Accountant,44,0.27,4
USR-11583,Colombia,Free,2026-02-15,Organic,0,0.57,2
USR-11584,México,Free,2025-09-10,Social,0,0.53,2
USR-11585,Colombia,Pyme,2025-10-31,Organic,25,0.18,3
USR-11586,Colombia,Pyme,2026-02-23,Partner_Accountant,20,0.11,4
USR-11587,México,Pro,2025-10-21,Partner_Accountant,73,0.23,4
USR-11588,República Dominicana,Pyme,2025-08-09,Partner_Accountant,20,0.13,3
USR-11589,México,Pro,2025-12-25,Paid,40,0.1,3
USR-11590,México,Free,2025-11-12,Partner_Accountant,0,0.71,1
USR-11591,Colombia,Free,2025-10-09,Organic,0,0.55,2
