ticket_id,user_id,category,priority,channel,created_date,resolved_date,status,resolution_hours,csat_score
TKT-22845,USR-11947,Performance,Medium,Chat,2026-01-26,,In_Progress,,
TKT-22846,USR-11590,Integration,Medium,Chat,2025-12-13,2025-12-16,Resolved,83,3
TKT-22847,USR-10307,Performance,Critical,WhatsApp,2026-02-16,2026-02-19,Resolved,74,5
TKT-22848,USR-10774,Onboarding,Medium,Email,2026-02-22,,Open,,
TKT-22849,USR-10329,Billing,Medium,Chat,2026-02-13,2026-02-24,Closed,267,1
TKT-22850,USR-11048,Bug,High,Phone,2025-10-25,2025-11-07,Closed,322,5
TKT-22851,USR-11002,Feature_Request,Critical,Phone,2025-12-25,2025-12-25,Closed,3,5
TKT-22852,USR-10365,Billing,High,Chat,2025-12-22,2026-01-05,Resolved,351,2
TKT-22853,USR-11177,Performance,Low,Phone,2026-01-24,2026-01-28,Closed,111,5
TKT-22854,USR-11833,Onboarding,High,WhatsApp,2026-02-04,2026-02-15,Resolved,278,3
TKT-22855,USR-11706,Billing,Low,Email,2025-12-12,,Open,,
TKT-22856,USR-10624,Feature_Request,Medium,WhatsApp,2025-11-11,2025-11-22,Resolved,274,4
TKT-22857,USR-10779,Feature_Request,Critical,Chat,2025-10-09,,In_Progress,,
TKT-22858,USR-10096,Bug,Low,WhatsApp,2025-08-13,,In_Progress,,
TKT-22859,USR-10187,Onboarding,Critical,Email,2025-08-21,2025-08-22,Closed,47,3
TKT-22860,USR-11637,Performance,Medium,Email,2025-07-14,2025-07-26,Resolved,290,4
TKT-22861,USR-10135,Billing,Medium,Email,2025-11-19,2025-11-21,Resolved,71,5
TKT-22862,USR-10113,Onboarding,High,Chat,2026-02-11,2026-02-21,Resolved,263,1
TKT-22863,USR-11583,Billing,High,Chat,2026-02-01,,Open,,
TKT-22864,USR-10082,Integration,High,Chat,2026-01-23,2026-02-02,Closed,250,4
TKT-22865,USR-10380,Performance,Critical,WhatsApp,2025-11-16,2025-11-18,Closed,70,5
TKT-22866,USR-10709,Billing,Low,Email,2026-01-01,2026-01-14,Resolved,316,3
TKT-22867,USR-10940,Performance,Critical,Phone,2025-10-14,2025-10-15,Closed,30,1
TKT-22868,USR-10371,Feature_Request,Low,WhatsApp,2026-02-11,2026-02-24,Closed,331,4
TKT-22869,USR-11673,Performance,Critical,Email,2026-02-14,2026-02-17,Closed,90,2
TKT-22870,USR-10721,Integration,Critical,Chat,2025-10-21,2025-10-21,Resolved,5,3
TKT-22871,USR-11789,Performance,High,WhatsApp,2025-12-01,,In_Progress,,
TKT-22872,USR-10535,Integration,High,Phone,2025-08-31,2025-09-01,Resolved,45,5
TKT-22873,USR-11651,Onboarding,Medium,Email,2025-08-18,,In_Progress,,
TKT-22874,USR-10437,Performance,High,Phone,2025-12-13,2025-12-17,Resolved,110,5
TKT-22875,USR-11615,Performance,High,WhatsApp,2025-10-25,2025-10-29,Resolved,115,5
TKT-22876,USR-11620,Performance,Medium,Phone,2026-02-22,2026-02-23,Resolved,38,3
TKT-22877,USR-10287,Integration,High,Chat,2025-08-10,,Open,,
TKT-22878,USR-10982,Billing,Medium,Email,2026-02-10,2026-02-11,Resolved,38,5
TKT-22879,USR-10825,Feature_Request,High,Phone,2025-08-03,,Open,,
TKT-22880,USR-10660,Feature_Request,Medium,Phone,2025-09-23,,Open,,
TKT-22881,USR-11483,Integration,Critical,Chat,2025-08-11,,In_Progress,,
TKT-22882,USR-11687,Onboarding,High,WhatsApp,2026-01-17,2026-01-27,Closed,257,3
TKT-22883,USR-10054,Bug,High,WhatsApp,2025-12-24,,In_Progress,,
TKT-22884,USR-11145,Onboarding,Medium,Chat,2026-01-16,2026-01-21,Closed,139,5
TKT-22885,USR-10178,Performance,Critical,Chat,2026-02-22,2026-02-23,Resolved,40,3
TKT-22886,USR-11721,Performance,Low,Phone,2026-01-04,2026-01-04,Resolved,17,4
TKT-22887,USR-11307,Feature_Request,Medium,Chat,2026-01-28,2026-01-28,Resolved,21,2
TKT-22888,USR-10177,Feature_Request,Medium,WhatsApp,2025-10-04,2025-10-12,Resolved,197,5
TKT-22889,USR-10146,Onboarding,Critical,Email,2025-10-02,2025-10-03,Resolved,33,5
TKT-22890,USR-10471,Integration,High,Phone,2026-02-20,2026-03-05,Resolved,314,5
TKT-22891,USR-11452,Feature_Request,Medium,Chat,2025-11-01,,In_Progress,,
TKT-22892,USR-10142,Feature_Request,Low,Phone,2026-01-10,2026-01-13,Resolved,82,3
TKT-22893,USR-11637,Billing,Low,Phone,2025-09-25,,Open,,
TKT-22894,USR-11146,Billing,Medium,Email,2026-01-11,2026-01-11,Closed,1,4
TKT-22895,USR-11133,Integration,Medium,Email,2026-01-11,2026-01-11,Closed,4,5
TKT-22896,USR-11458,Billing,Low,WhatsApp,2025-09-20,,Open,,
TKT-22897,USR-10873,Onboarding,Critical,WhatsApp,2026-02-14,2026-02-14,Closed,16,5
TKT-22898,USR-10412,Performance,Medium,Phone,2026-01-10,2026-01-12,Resolved,49,4
TKT-22899,USR-11400,Billing,Medium,Phone,2025-12-11,2025-12-21,Resolved,258,3
TKT-22900,USR-11348,Onboarding,Medium,Chat,2026-02-19,2026-03-04,Resolved,316,3
TKT-22901,USR-10185,Bug,Medium,Phone,2026-02-26,,Open,,
TKT-22902,USR-10454,Feature_Request,High,Email,2025-08-23,2025-08-29,Closed,158,2
TKT-22903,USR-10126,Onboarding,Medium,Email,2026-01-24,2026-02-07,Resolved,356,3
TKT-22904,USR-10176,Feature_Request,Medium,Phone,2026-02-12,,Open,,
TKT-22905,USR-11863,Feature_Request,Critical,Phone,2026-02-13,,Open,,
TKT-22906,USR-10767,Feature_Request,Critical,Phone,2026-02-25,2026-02-28,Closed,83,5
TKT-22907,USR-10649,Billing,Medium,Email,2026-02-19,2026-03-03,Resolved,311,2
TKT-22908,USR-10802,Billing,Medium,Email,2025-09-13,2025-09-21,Resolved,210,5
TKT-22909,USR-10306,Performance,Critical,Chat,2025-10-22,2025-10-25,Closed,75,3
TKT-22910,USR-10063,Onboarding,Medium,Phone,2026-01-13,2026-01-25,Closed,297,5
TKT-22911,USR-11955,Feature_Request,High,Email,2025-11-21,,In_Progress,,
TKT-22912,USR-11529,Onboarding,Low,Email,2026-02-01,,Open,,
TKT-22913,USR-11336,Onboarding,Low,Email,2025-11-08,2025-11-10,Resolved,48,3
TKT-22914,USR-10092,Performance,High,Phone,2025-10-26,2025-11-08,Resolved,312,3
TKT-22915,USR-11815,Onboarding,Medium,Chat,2026-02-12,2026-02-21,Closed,217,4
TKT-22916,USR-11906,Feature_Request,High,Phone,2026-02-25,2026-03-02,Closed,128,1
TKT-22917,USR-10349,Feature_Request,Medium,Phone,2026-02-12,2026-02-16,Resolved,111,3
TKT-22918,USR-11982,Billing,Low,WhatsApp,2026-02-12,2026-02-25,Closed,327,5
TKT-22919,USR-11668,Integration,High,Email,2025-10-09,2025-10-14,Resolved,124,4
TKT-22920,USR-11211,Billing,Critical,Chat,2025-08-18,2025-08-21,Resolved,84,4
TKT-22921,USR-11135,Integration,Low,Email,2025-07-13,2025-07-17,Resolved,103,5
TKT-22922,USR-10023,Integration,High,Phone,2026-02-19,2026-02-26,Closed,171,3
TKT-22923,USR-11850,Feature_Request,Medium,Email,2026-02-23,2026-03-07,Closed,302,4
TKT-22924,USR-11801,Onboarding,Medium,Phone,2025-09-18,,Open,,
TKT-22925,USR-10495,Onboarding,Low,Phone,2025-10-04,2025-10-15,Resolved,277,5
TKT-22926,USR-10421,Performance,Medium,Chat,2025-12-10,,In_Progress,,
TKT-22927,USR-11337,Performance,Low,Phone,2026-02-10,2026-02-22,Resolved,292,4
TKT-22928,USR-10636,Billing,Critical,Email,2026-02-15,2026-02-18,Resolved,82,2
TKT-22929,USR-10833,Performance,Medium,Chat,2025-10-07,2025-10-09,Resolved,48,1
TKT-22930,USR-10339,Performance,Critical,Chat,2025-10-19,2025-10-20,Resolved,32,4
TKT-22931,USR-10156,Billing,Low,Phone,2025-10-13,2025-10-13,Closed,14,4
TKT-22932,USR-10528,Performance,Medium,Phone,2025-10-24,2025-11-03,Resolved,244,4
TKT-22933,USR-10386,Integration,Low,Email,2025-11-08,2025-11-10,Resolved,56,5
TKT-22934,USR-11752,Onboarding,High,Email,2025-09-12,2025-09-12,Closed,14,1
TKT-22935,USR-11059,Performance,High,Phone,2025-12-23,2025-12-27,Closed,101,4
TKT-22936,USR-10675,Feature_Request,Low,WhatsApp,2025-10-13,2025-10-23,Resolved,259,5
TKT-22937,USR-11798,Billing,Medium,Email,2025-10-30,2025-11-03,Resolved,96,4
TKT-22938,USR-10990,Performance,Low,Chat,2026-02-24,2026-02-26,Closed,71,5
TKT-22939,USR-11908,Integration,Medium,Email,2025-10-01,2025-10-09,Closed,198,5
TKT-22940,USR-11695,Feature_Request,High,WhatsApp,2025-08-12,,In_Progress,,
TKT-22941,USR-11937,Feature_Request,High,Chat,2025-07-29,,In_Progress,,
TKT-22942,USR-11409,Bug,Critical,Chat,2026-01-30,2026-02-02,Closed,76,4
TKT-22943,USR-11140,Feature_Request,Medium,Email,2025-09-28,2025-10-05,Resolved,189,2
TKT-22944,USR-10775,Integration,Critical,Phone,2025-11-28,,Open,,
TKT-22945,USR-11654,Onboarding,Medium,Email,2026-01-31,2026-02-04,Resolved,111,2
TKT-22946,USR-11296,Integration,Low,Email,2025-11-22,2025-11-22,Closed,7,4
TKT-22947,USR-11399,Integration,Low,WhatsApp,2026-02-28,2026-02-28,Resolved,17,3
TKT-22948,USR-10017,Onboarding,Medium,Phone,2025-12-26,2025-12-28,Resolved,54,4
TKT-22949,USR-10009,Integration,Low,Chat,2026-01-01,,Open,,
TKT-22950,USR-10816,Integration,Low,Email,2026-02-02,2026-02-10,Closed,214,4
TKT-22951,USR-11835,Bug,Medium,Phone,2025-09-11,,In_Progress,,
TKT-22952,USR-10283,Feature_Request,Low,Email,2026-01-15,,Open,,
TKT-22953,USR-11139,Integration,Critical,Phone,2025-11-14,2025-11-14,Resolved,17,3
TKT-22954,USR-11920,Performance,Low,Email,2026-03-01,,In_Progress,,
TKT-22955,USR-10259,Bug,Medium,Chat,2025-11-09,2025-11-15,Closed,163,5
TKT-22956,USR-11195,Integration,High,WhatsApp,2025-10-16,2025-10-24,Closed,198,4
TKT-22957,USR-10300,Billing,Low,Email,2025-12-27,2026-01-03,Closed,170,5
TKT-22958,USR-11595,Feature_Request,High,WhatsApp,2026-02-02,2026-02-06,Resolved,96,1
TKT-22959,USR-11463,Billing,High,WhatsApp,2026-01-30,2026-02-08,Closed,224,4
TKT-22960,USR-11581,Feature_Request,Low,WhatsApp,2025-09-21,2025-10-01,Resolved,246,5
TKT-22961,USR-10065,Bug,Medium,Email,2025-11-23,2025-12-06,Closed,326,4
TKT-22962,USR-11719,Feature_Request,High,Chat,2026-02-05,2026-02-05,Closed,12,5
TKT-22963,USR-11349,Billing,Critical,WhatsApp,2025-11-10,,Open,,
TKT-22964,USR-10998,Bug,Critical,Phone,2026-02-16,2026-02-19,Closed,90,5
TKT-22965,USR-11062,Onboarding,Critical,Email,2025-07-14,2025-07-16,Resolved,58,3
TKT-22966,USR-10455,Integration,Low,Phone,2026-02-22,,In_Progress,,
TKT-22967,USR-11600,Performance,Low,WhatsApp,2025-12-23,2026-01-01,Closed,228,5
TKT-22968,USR-11560,Billing,Critical,Chat,2025-10-25,2025-10-28,Closed,76,5
TKT-22969,USR-11521,Performance,Critical,Chat,2025-09-19,,In_Progress,,
TKT-22970,USR-11800,Integration,High,Email,2025-11-12,,In_Progress,,
TKT-22971,USR-11544,Onboarding,Medium,WhatsApp,2025-09-26,2025-10-09,Resolved,316,3
TKT-22972,USR-10111,Billing,Medium,WhatsApp,2026-02-02,,Open,,
TKT-22973,USR-10657,Performance,Medium,Email,2026-02-16,2026-02-23,Resolved,179,3
TKT-22974,USR-10229,Billing,High,Chat,2026-02-06,2026-02-10,Closed,118,3
TKT-22975,USR-11005,Billing,Critical,Chat,2025-09-28,2025-10-01,Resolved,79,4
TKT-22976,USR-10037,Bug,Critical,Chat,2026-02-17,,In_Progress,,
TKT-22977,USR-11883,Billing,High,WhatsApp,2025-12-26,,Open,,
TKT-22978,USR-11649,Billing,High,Email,2025-10-06,2025-10-18,Resolved,307,5
TKT-22979,USR-11280,Bug,Low,Email,2025-08-05,2025-08-13,Closed,203,5
TKT-22980,USR-10551,Bug,Low,Email,2026-02-14,,In_Progress,,
TKT-22981,USR-11908,Performance,Medium,Chat,2025-12-25,2025-12-25,Closed,19,3
TKT-22982,USR-11108,Onboarding,Critical,Email,2025-11-08,,In_Progress,,
TKT-22983,USR-11315,Integration,Medium,Email,2026-02-12,2026-02-12,Resolved,22,1
TKT-22984,USR-11357,Integration,High,Chat,2025-11-21,2025-11-24,Closed,85,2
TKT-22985,USR-10365,Billing,Medium,Email,2026-01-21,2026-02-03,Resolved,313,2
TKT-22986,USR-11573,Bug,Medium,Phone,2025-09-21,,Open,,
TKT-22987,USR-11116,Onboarding,Medium,WhatsApp,2026-02-08,2026-02-14,Resolved,152,5
TKT-22988,USR-10558,Feature_Request,High,Phone,2025-10-04,2025-10-12,Resolved,200,1
TKT-22989,USR-11369,Bug,Medium,Chat,2025-09-24,2025-09-29,Resolved,143,4
TKT-22990,USR-10209,Integration,High,Phone,2025-10-02,,Open,,
TKT-22991,USR-10359,Bug,Low,Email,2026-02-18,2026-02-28,Closed,255,5
TKT-22992,USR-11415,Feature_Request,Low,Email,2026-02-17,2026-03-02,Closed,319,4
TKT-22993,USR-10141,Billing,High,WhatsApp,2026-02-15,,Open,,
TKT-22994,USR-10785,Bug,Medium,WhatsApp,2025-10-10,2025-10-17,Resolved,172,4
TKT-22995,USR-10952,Onboarding,High,Phone,2026-02-10,2026-02-18,Closed,198,2
TKT-22996,USR-11438,Feature_Request,Critical,Chat,2025-11-06,2025-11-09,Resolved,91,5
TKT-22997,USR-10780,Integration,Low,WhatsApp,2026-01-10,2026-01-20,Resolved,243,4
TKT-22998,USR-10874,Performance,Low,Email,2025-10-13,,In_Progress,,
TKT-22999,USR-11156,Billing,Critical,Email,2025-09-10,2025-09-11,Resolved,43,1
TKT-23000,USR-10004,Integration,Critical,WhatsApp,2026-01-07,,Open,,
TKT-23001,USR-11740,Performance,High,Email,2026-01-31,2026-02-01,Closed,47,3
TKT-23002,USR-10836,Bug,Medium,Chat,2025-11-28,2025-11-29,Resolved,30,4
TKT-23003,USR-11866,Bug,Low,Email,2025-10-23,2025-11-03,Resolved,283,4
TKT-23004,USR-11380,Bug,Low,Phone,2025-11-27,2025-12-07,Resolved,263,4
TKT-23005,USR-11982,Feature_Request,High,Email,2026-02-20,2026-02-22,Resolved,57,5
TKT-23006,USR-10578,Onboarding,Critical,Phone,2026-02-23,2026-02-26,Closed,72,1
TKT-23007,USR-10835,Onboarding,Medium,Email,2025-10-05,2025-10-14,Closed,216,5
TKT-23008,USR-11394,Onboarding,Medium,Email,2025-10-23,2025-10-29,Resolved,150,3
TKT-23009,USR-10927,Onboarding,Low,Email,2026-02-24,2026-03-01,Closed,120,4
TKT-23010,USR-11115,Onboarding,Medium,Chat,2026-02-10,2026-02-10,Resolved,5,3
TKT-23011,USR-11938,Billing,Critical,Chat,2025-12-21,2025-12-22,Resolved,35,5
TKT-23012,USR-10889,Onboarding,Low,Phone,2025-11-16,2025-11-30,Resolved,359,3
TKT-23013,USR-10209,Integration,Low,Phone,2025-09-05,,Open,,
TKT-23014,USR-10595,Bug,Medium,Phone,2026-01-14,2026-01-26,Resolved,288,5
TKT-23015,USR-11482,Billing,High,Chat,2026-01-31,,Open,,
TKT-23016,USR-10543,Bug,Medium,Chat,2025-09-17,2025-09-18,Resolved,28,3
TKT-23017,USR-10597,Onboarding,Critical,WhatsApp,2025-08-28,2025-08-31,Resolved,88,5
TKT-23018,USR-10422,Billing,Low,Phone,2025-09-20,,In_Progress,,
TKT-23019,USR-10102,Integration,Medium,WhatsApp,2026-03-01,,Open,,
TKT-23020,USR-10851,Performance,High,Chat,2025-09-10,,Open,,
TKT-23021,USR-11460,Integration,High,Phone,2026-02-10,2026-02-19,Closed,226,5
TKT-23022,USR-10139,Integration,Low,WhatsApp,2026-01-22,2026-02-02,Closed,275,5
TKT-23023,USR-10511,Integration,High,WhatsApp,2025-10-26,,Open,,
TKT-23024,USR-11105,Feature_Request,High,Email,2025-09-12,2025-09-22,Closed,262,4
TKT-23025,USR-10516,Billing,Critical,WhatsApp,2026-02-27,2026-03-02,Resolved,94,1
TKT-23026,USR-11666,Integration,Medium,WhatsApp,2026-01-21,2026-01-23,Closed,71,5
TKT-23027,USR-11348,Performance,High,Email,2025-12-12,,In_Progress,,
TKT-23028,USR-11831,Performance,High,WhatsApp,2026-01-21,2026-01-23,Closed,53,3
TKT-23029,USR-10763,Feature_Request,High,Phone,2025-12-18,2025-12-30,Resolved,308,4
TKT-23030,USR-10024,Bug,Medium,WhatsApp,2026-02-10,2026-02-15,Resolved,135,3
TKT-23031,USR-11979,Onboarding,Low,Chat,2026-02-16,2026-02-23,Resolved,182,4
TKT-23032,USR-10654,Billing,High,WhatsApp,2026-02-28,2026-03-06,Resolved,163,2
TKT-23033,USR-11888,Feature_Request,Low,Email,2026-02-10,2026-02-23,Closed,326,1
TKT-23034,USR-11475,Bug,Low,Email,2025-08-20,2025-08-27,Resolved,180,4
TKT-23035,USR-10141,Feature_Request,Medium,Email,2026-02-19,,Open,,
TKT-23036,USR-11218,Billing,Critical,Phone,2026-02-17,2026-02-20,Resolved,95,5
TKT-23037,USR-11070,Feature_Request,Medium,Email,2025-07-25,2025-08-04,Resolved,257,3
TKT-23038,USR-10458,Feature_Request,Critical,Email,2026-01-07,,Open,,
TKT-23039,USR-11997,Feature_Request,Critical,WhatsApp,2026-01-27,2026-01-30,Closed,78,5
TKT-23040,USR-10850,Integration,Medium,Chat,2026-02-05,2026-02-05,Resolved,15,2
TKT-23041,USR-10012,Performance,Critical,WhatsApp,2026-01-01,2026-01-02,Resolved,35,3
TKT-23042,USR-11241,Bug,Low,Chat,2025-08-10,2025-08-16,Closed,161,2
TKT-23043,USR-11379,Feature_Request,High,Phone,2025-09-26,2025-10-10,Resolved,350,4
TKT-23044,USR-11397,Integration,Critical,WhatsApp,2025-08-07,2025-08-08,Resolved,35,1
TKT-23045,USR-10686,Integration,Critical,Chat,2025-10-09,2025-10-12,Resolved,85,3
TKT-23046,USR-11456,Onboarding,Medium,WhatsApp,2026-02-04,2026-02-13,Resolved,225,2
TKT-23047,USR-11318,Feature_Request,Critical,WhatsApp,2026-01-17,,Open,,
TKT-23048,USR-11042,Feature_Request,Low,WhatsApp,2026-01-01,2026-01-05,Closed,96,5
TKT-23049,USR-10812,Billing,Medium,Email,2026-02-07,2026-02-19,Resolved,297,3
TKT-23050,USR-11106,Feature_Request,Critical,Phone,2026-02-04,2026-02-05,Closed,33,4
TKT-23051,USR-10168,Billing,Critical,Chat,2025-10-02,2025-10-05,Resolved,74,3
TKT-23052,USR-11905,Performance,Medium,Chat,2025-08-25,2025-08-27,Resolved,65,5
TKT-23053,USR-10116,Feature_Request,Low,Phone,2026-02-24,,Open,,
TKT-23054,USR-10521,Onboarding,Medium,WhatsApp,2025-08-07,2025-08-13,Closed,145,4
TKT-23055,USR-10818,Performance,Medium,Email,2025-11-23,2025-12-02,Closed,231,5
TKT-23056,USR-10685,Feature_Request,Medium,Email,2026-02-22,2026-03-02,Resolved,199,5
TKT-23057,USR-11339,Billing,Low,Phone,2025-09-26,,In_Progress,,
TKT-23058,USR-11046,Feature_Request,Critical,WhatsApp,2026-02-23,2026-02-24,Closed,37,5
TKT-23059,USR-10890,Feature_Request,Low,Chat,2026-01-22,2026-01-31,Resolved,217,5
TKT-23060,USR-11162,Billing,Low,Chat,2025-11-27,,Open,,
TKT-23061,USR-10040,Bug,High,Chat,2025-10-27,2025-11-02,Resolved,160,2
TKT-23062,USR-11469,Integration,High,Chat,2025-10-09,2025-10-13,Resolved,108,5
TKT-23063,USR-11992,Bug,Critical,Email,2025-10-24,2025-10-27,Closed,95,3
TKT-23064,USR-11247,Feature_Request,Critical,Chat,2025-10-06,,Open,,
TKT-23065,USR-10315,Bug,Critical,WhatsApp,2026-02-25,2026-02-27,Closed,58,2
TKT-23066,USR-11199,Bug,Critical,Chat,2025-12-04,2025-12-07,Closed,84,5
TKT-23067,USR-10342,Feature_Request,Medium,Chat,2025-08-01,2025-08-04,Resolved,87,1
TKT-23068,USR-11807,Performance,Low,Phone,2025-11-01,2025-11-08,Closed,180,5
TKT-23069,USR-10040,Integration,Low,WhatsApp,2025-11-14,2025-11-28,Resolved,359,4
TKT-23070,USR-10662,Billing,Medium,Email,2025-12-17,2025-12-18,Closed,27,5
TKT-23071,USR-11754,Feature_Request,High,Chat,2025-09-10,2025-09-14,Resolved,111,4
TKT-23072,USR-10587,Billing,Medium,Chat,2025-12-01,2025-12-04,Resolved,84,2
TKT-23073,USR-10573,Integration,High,Email,2025-08-29,2025-09-09,Resolved,270,5
TKT-23074,USR-11248,Performance,High,WhatsApp,2025-12-14,,Open,,
TKT-23075,USR-10065,Bug,High,WhatsApp,2025-10-26,2025-11-06,Resolved,270,5
TKT-23076,USR-11816,Feature_Request,Medium,Chat,2026-02-08,2026-02-18,Closed,261,2
TKT-23077,USR-11229,Performance,High,Phone,2025-09-23,2025-09-27,Closed,100,4
TKT-23078,USR-10658,Bug,High,Chat,2025-12-26,2026-01-04,Resolved,234,5
TKT-23079,USR-10793,Feature_Request,Low,Phone,2025-11-12,2025-11-12,Resolved,8,5
TKT-23080,USR-10738,Performance,Medium,Chat,2026-02-25,2026-03-01,Resolved,96,5
TKT-23081,USR-10280,Billing,Medium,WhatsApp,2026-03-01,2026-03-09,Resolved,194,4
TKT-23082,USR-10505,Performance,High,Email,2026-02-07,2026-02-20,Resolved,315,1
TKT-23083,USR-11647,Billing,Low,Chat,2026-02-11,2026-02-18,Resolved,169,2
TKT-23084,USR-11838,Billing,High,Phone,2025-12-29,2026-01-04,Resolved,166,1
TKT-23085,USR-10887,Performance,Medium,Chat,2026-01-23,,In_Progress,,
TKT-23086,USR-11951,Performance,Medium,Chat,2025-08-05,2025-08-09,Closed,107,4
TKT-23087,USR-11973,Onboarding,Medium,WhatsApp,2026-02-05,2026-02-07,Resolved,66,5
TKT-23088,USR-11710,Billing,Medium,WhatsApp,2026-01-14,2026-01-27,Resolved,316,5
TKT-23089,USR-11464,Bug,High,Phone,2026-02-04,2026-02-16,Closed,290,1
TKT-23090,USR-10946,Feature_Request,Medium,Phone,2026-01-08,2026-01-12,Resolved,112,1
TKT-23091,USR-10400,Performance,Low,Email,2025-12-26,,Open,,
TKT-23092,USR-11797,Bug,Medium,Phone,2026-01-22,,In_Progress,,
TKT-23093,USR-10442,Integration,Low,Email,2025-10-05,2025-10-18,Resolved,322,5
TKT-23094,USR-10119,Onboarding,Critical,Email,2025-09-02,2025-09-04,Resolved,55,3
TKT-23095,USR-11754,Billing,Low,Chat,2025-10-04,2025-10-08,Resolved,103,4
TKT-23096,USR-11085,Billing,High,Phone,2026-02-17,2026-02-28,Resolved,286,5
TKT-23097,USR-10338,Billing,Low,Chat,2026-02-14,2026-02-15,Closed,46,5
TKT-23098,USR-11907,Billing,Medium,Phone,2026-01-22,,In_Progress,,
TKT-23099,USR-11563,Billing,Medium,Email,2025-11-08,2025-11-21,Resolved,320,5
TKT-23100,USR-10084,Performance,Medium,WhatsApp,2025-08-23,,Open,,
TKT-23101,USR-11796,Onboarding,Medium,Phone,2025-10-01,2025-10-09,Resolved,196,3
TKT-23102,USR-10333,Feature_Request,Low,Phone,2026-02-20,2026-02-27,Resolved,179,4
TKT-23103,USR-11419,Onboarding,High,WhatsApp,2025-12-23,2025-12-27,Closed,111,4
TKT-23104,USR-10698,Billing,Low,WhatsApp,2026-02-03,2026-02-05,Closed,62,2
TKT-23105,USR-10639,Integration,Low,WhatsApp,2026-02-04,,In_Progress,,
TKT-23106,USR-10789,Billing,Medium,Chat,2025-11-24,,In_Progress,,
TKT-23107,USR-11997,Feature_Request,Medium,Email,2026-02-26,2026-03-09,Resolved,285,5
TKT-23108,USR-10651,Onboarding,Critical,Phone,2025-12-30,,Open,,
TKT-23109,USR-10103,Feature_Request,High,Email,2026-02-16,2026-02-27,Closed,266,2
TKT-23110,USR-11883,Onboarding,High,WhatsApp,2026-01-11,,In_Progress,,
TKT-23111,USR-10409,Performance,Medium,WhatsApp,2026-02-16,2026-02-23,Resolved,178,2
TKT-23112,USR-11999,Integration,Medium,Phone,2025-11-27,2025-12-04,Closed,177,4
TKT-23113,USR-11891,Performance,Critical,WhatsApp,2026-02-10,2026-02-10,Resolved,7,3
TKT-23114,USR-11301,Billing,High,Chat,2025-10-20,2025-11-01,Resolved,296,2
TKT-23115,USR-11370,Performance,Medium,Email,2026-01-12,2026-01-16,Resolved,109,2
TKT-23116,USR-11089,Onboarding,Medium,WhatsApp,2025-10-31,2025-10-31,Resolved,2,1
TKT-23117,USR-10203,Performance,Medium,Phone,2026-01-25,2026-01-30,Closed,139,1
TKT-23118,USR-11281,Integration,Low,WhatsApp,2026-01-13,2026-01-19,Closed,147,4
TKT-23119,USR-10176,Feature_Request,Medium,WhatsApp,2026-02-28,2026-03-01,Resolved,28,5
TKT-23120,USR-11213,Onboarding,Critical,Chat,2025-08-08,2025-08-09,Closed,35,3
TKT-23121,USR-11553,Onboarding,Medium,Chat,2025-10-14,,Open,,
TKT-23122,USR-10766,Performance,High,WhatsApp,2025-08-30,,Open,,
TKT-23123,USR-10854,Integration,Low,WhatsApp,2025-08-08,2025-08-11,Resolved,89,3
TKT-23124,USR-11612,Bug,Critical,Chat,2026-01-10,2026-01-12,Closed,70,1
TKT-23125,USR-10268,Performance,Low,WhatsApp,2025-11-01,,Open,,
TKT-23126,USR-11600,Bug,Low,Email,2025-12-25,2025-12-30,Resolved,127,2
TKT-23127,USR-11662,Billing,High,Chat,2026-02-01,2026-02-05,Resolved,106,4
TKT-23128,USR-10839,Performance,Medium,Email,2025-09-29,,Open,,
TKT-23129,USR-11587,Billing,High,Email,2026-01-12,2026-01-22,Resolved,242,5
TKT-23130,USR-11618,Billing,Medium,Chat,2025-11-28,2025-12-10,Closed,308,4
TKT-23131,USR-10136,Integration,Medium,Chat,2025-10-12,,In_Progress,,
TKT-23132,USR-11397,Feature_Request,High,Chat,2025-08-31,2025-09-05,Resolved,127,1
TKT-23133,USR-11991,Billing,Low,WhatsApp,2026-02-13,2026-02-27,Resolved,342,5
TKT-23134,USR-10524,Billing,Low,Phone,2025-09-24,2025-10-07,Closed,334,5
TKT-23135,USR-10012,Onboarding,Critical,WhatsApp,2026-01-20,2026-01-22,Closed,70,3
TKT-23136,USR-10266,Performance,High,Chat,2026-02-18,2026-02-24,Resolved,153,1
TKT-23137,USR-11797,Feature_Request,Critical,WhatsApp,2026-01-24,2026-01-26,Resolved,52,1
TKT-23138,USR-11599,Billing,High,Phone,2025-09-09,2025-09-21,Resolved,309,3
TKT-23139,USR-11060,Feature_Request,Medium,Email,2025-11-17,,In_Progress,,
TKT-23140,USR-10908,Performance,High,Chat,2026-02-07,,Open,,
TKT-23141,USR-10867,Onboarding,Critical,Email,2025-11-13,,In_Progress,,
TKT-23142,USR-11538,Performance,Critical,Chat,2025-09-20,2025-09-22,Closed,70,2
TKT-23143,USR-11647,Integration,Low,Chat,2026-02-13,2026-02-17,Resolved,113,1
TKT-23144,USR-10393,Billing,Medium,WhatsApp,2025-11-25,,In_Progress,,
TKT-23145,USR-10210,Billing,Medium,WhatsApp,2025-10-11,,In_Progress,,
TKT-23146,USR-11792,Performance,Critical,Email,2026-01-30,2026-01-31,Closed,34,4
